"short_point_id","full_point_id","state","conservation_practice","treatment_status","month","day","year","visit","time","observer","temp_f","wind","cloud","morphospecies","distance","behavior","Associated.Vegetation","Identification.Notes","NOBO.Detected.","Notes","X...gray.columns.not.cleaned"
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"SBB",5,"N","beebalm","","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",5,"N","beebalm","spangled fritillary","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",0,"F","none","skipper","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",3,"R","tree","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"R","grass","white","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",8,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",8,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",8,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",8,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",8,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",8,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",1,"F","none","hackberry emperor","","",""
"priv053","ks_priv053","ks","brush_management","ks",6,13,2024,2,1448,"KM",95,3,0,"BUTT",7,"F","none","fritillary","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BB",4.5,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BUTT",8.25,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BB",3.75,"N","prairie rose","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BB",5,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",0.5,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BB",0.25,"N","prairie rose","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BB",0.25,"N","prairie rose","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"SGB",0.25,"N","prairie rose","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",0.25,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",0.25,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"SGB",0.25,"R","grass","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"HB",0.5,"N","prairie rose","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BB",6.25,"N","prairie rose","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",0.25,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BUTT",0.25,"F","none","orange","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"BUTT",12,"F","none","sulphur","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",0.25,"F","none","","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",0.25,"F","none","","","",""
"priv058","ks_priv058","ks","brush_management","ks",6,14,2024,2,1047,"KM",83,0,25,"CB",0,"F","none","","","",""
"priv058","ks_priv058","ks","brush_management","ks",6,14,2024,2,1047,"KM",83,0,25,"CB",0.25,"F","none","","","",""
"priv058","ks_priv058","ks","brush_management","ks",6,14,2024,2,1047,"KM",83,0,25,"BUTT",6,"F","none","white","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"CB",0.25,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"CB",7,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"CB",3,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BUTT",0.5,"F","none","blue Lycaenidae","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"CB",2.5,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"MNB",4,"N","Rosa","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"MNB",3.25,"N","Rosa","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"MNB",4.25,"N","Rosa","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BUTT",0.25,"F","none","blue Lycaenidae","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BB",3.5,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BUTT",0.5,"F","none","blue Lycaenidae","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"CB",0.25,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BUTT",0.25,"R","grass","Nymphalidae","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BUTT",0.5,"F","none","blue Lycaenidae","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"CB",1,"F","none","","","",""
"priv059","ks_priv059","ks","brush_management","ks",6,14,2024,2,1115,"IS",82,1,25,"BUTT",16,"F","none","sulphur","","",""
"priv060","ks_priv060","ks","brush_management","ks",6,14,2024,2,1017,"IS",82,2,0,"CB",4.25,"N","prairie rose","","","",""
"priv055","ks_priv055","ks","brush_management","ks",6,17,2024,1,1151,"KM",85,4,75,"BUTT",1,"F","none","blue Lycaenidae","","",""
"priv055","ks_priv055","ks","brush_management","ks",6,17,2024,1,1151,"KM",85,4,75,"BUTT",2,"F","none","white","","",""
"priv055","ks_priv055","ks","brush_management","ks",6,17,2024,1,1151,"KM",85,4,75,"BUTT",0,"F","none","skipper","","",""
"priv056","ks_priv056","ks","brush_management","ks",6,17,2024,1,1004,"KM",83,5,75,"no_bees",NA,"n/a","none","","","",""
"priv006","ks_priv006","ks","prescribed_burning","ks",6,20,2024,2,1311,"SG",86,4,25,"BUTT",1.5,"F","none","Nymphalidae","","",""
"priv006","ks_priv006","ks","prescribed_burning","ks",6,20,2024,2,1311,"SG",86,4,25,"BUTT",0,"R","BV trap","skipper","","empty BVT",""
"priv006","ks_priv006","ks","prescribed_burning","ks",6,20,2024,2,1311,"SG",86,4,25,"BUTT",0.25,"F","none","fritillary","","",""
"priv006","ks_priv006","ks","prescribed_burning","ks",6,20,2024,2,1311,"SG",86,4,25,"CB",1.5,"F","none","","","",""
"priv007","ks_priv007","ks","prescribed_burning","ks",6,20,2024,2,1353,"SG",87,3,25,"BUTT",2,"F","none","fritillary","","",""
"priv007","ks_priv007","ks","prescribed_burning","ks",6,20,2024,2,1353,"SG",87,3,25,"BUTT",0.25,"F","none","sulphur","","",""
"priv012","ks_priv012","ks","prescribed_burning","ks",6,20,2024,2,1457,"SG",88,2,25,"BUTT",0.5,"F","none","skipper","","",""
"priv012","ks_priv012","ks","prescribed_burning","ks",6,20,2024,2,1457,"SG",88,2,25,"BUTT",42,"F","none","unknown, light color","","",""
"priv012","ks_priv012","ks","prescribed_burning","ks",6,20,2024,2,1457,"SG",88,2,25,"BUTT",2.5,"F","none","fritillary","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",0.2,"F","none","white.","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",0.5,"F","none","eastern black swallowtail","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",6.75,"F","none","Nymphalidae","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",28,"F","none","unknown","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",2,"F","none","sulphur","","cedar forest dominant",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",9,"F","none","white","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",6.5,"F","none","skipper","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",6.5,"F","none","skipper","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",10,"F","none","common wood nymph","","",""
"priv017","ks_priv017","ks","prescribed_burning","ks",6,20,2024,2,1616,"SG",86,3,25,"BUTT",10,"F","none","common wood nymph","","",""
"priv001","ks_priv001","ks","prescribed_burning","ks",6,20,2024,2,955,"KM",77,3,0,"BB",1.5,"F","none","","","",""
"priv001","ks_priv001","ks","prescribed_burning","ks",6,20,2024,2,955,"KM",77,3,0,"BUTT",0,"F","none","fritillary","","",""
"priv001","ks_priv001","ks","prescribed_burning","ks",6,20,2024,2,955,"KM",77,3,0,"BUTT",0.25,"F","none","regal fritillary","","",""
"priv003","ks_priv003","ks","prescribed_burning","ks",6,20,2024,2,1038,"KM",79,4,25,"BUTT",20,"F","none","sulphur","","",""
"priv003","ks_priv003","ks","prescribed_burning","ks",6,20,2024,2,1038,"KM",79,4,25,"CB",0.25,"F","none","","","",""
"priv003","ks_priv003","ks","prescribed_burning","ks",6,20,2024,2,1038,"KM",79,4,25,"BUTT",8,"F","none","Nymphalidae","","",""
"priv002","ks_priv002","ks","prescribed_burning","ks",6,20,2024,2,1000,"SG",78,4,0,"BB",2.25,"F","none","","","",""
"priv002","ks_priv002","ks","prescribed_burning","ks",6,20,2024,2,1000,"SG",78,4,0,"CB",0.25,"F","none","","","",""
"priv002","ks_priv002","ks","prescribed_burning","ks",6,20,2024,2,1000,"SG",78,4,0,"BUTT",0.75,"F","none","Nymphalidae","","",""
"priv002","ks_priv002","ks","prescribed_burning","ks",6,20,2024,2,1000,"SG",78,4,0,"BUTT",3,"F","none","white","","",""
"priv010","ks_priv010","ks","prescribed_burning","ks",6,20,2024,2,1144,"KM",82,3,50,"BUTT",0.25,"F","none","regal fritillary","","",""
"priv010","ks_priv010","ks","prescribed_burning","ks",6,20,2024,2,1144,"KM",82,3,50,"BUTT",2,"F","none","sulphur","","",""
"priv005","ks_priv005","ks","prescribed_burning","ks",6,20,2024,2,1220,"KM",84,3,75,"SBB",0,"R","observer","","","",""
"priv005","ks_priv005","ks","prescribed_burning","ks",6,20,2024,2,1220,"KM",84,3,75,"BUTT",10,"F","none","sulphur","","",""
"priv005","ks_priv005","ks","prescribed_burning","ks",6,20,2024,2,1220,"KM",84,3,75,"CB",19,"F","none","","","bartlett, 1st visit",""
"priv005","ks_priv005","ks","prescribed_burning","ks",6,20,2024,2,1220,"KM",84,3,75,"BUTT",6.5,"F","none","sulphur","","** no pollinator survey, too windy, Denchfield 1st visit",""
"priv009","ks_priv009","ks","prescribed_burning","ks",6,20,2024,2,1300,"KM",85,4,25,"BUTT",1,"F","none","skipper","","",""
"priv009","ks_priv009","ks","prescribed_burning","ks",6,20,2024,2,1300,"KM",85,4,25,"BUTT",2.5,"F","none","white","","",""
"priv009","ks_priv009","ks","prescribed_burning","ks",6,20,2024,2,1300,"KM",85,4,25,"BUTT",1,"R","narrow leaf mountain mint","sulphur","","",""
"priv008","ks_priv008","ks","prescribed_burning","ks",6,20,2024,2,1330,"KM",86,3,25,"no_bees",NA,"n/a","none","","","no pollinators this survey, none walking in or out. ",""
"priv011","ks_priv011","ks","prescribed_burning","ks",6,20,2024,2,1448,"KM",88,3,50,"CB",2,"F","none","","","saw green striped lizard",""
"priv011","ks_priv011","ks","prescribed_burning","ks",6,20,2024,2,1448,"KM",88,3,50,"BUTT",0.25,"F","none","variegated fritillary","","",""
"priv011","ks_priv011","ks","prescribed_burning","ks",6,20,2024,2,1448,"KM",88,3,50,"CB",3.5,"F","none","","","",""
"priv011","ks_priv011","ks","prescribed_burning","ks",6,20,2024,2,1448,"KM",88,3,50,"BUTT",10,"F","none","Nymphalidae","","",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"BUTT",0.5,"F","none","white","","",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"BUTT",1.25,"F","none","common sootywing","","blew hayfield, recently cut and bailed hay now just grass",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"BUTT",0.75,"F","none","blue Lycaenidae","","",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"CB",0.25,"F","none","","","",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"MNB",0.1,"F","none","","","",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"BUTT",0.35,"F","none","white","","",""
"priv016","ks_priv016","ks","prescribed_burning","ks",6,24,2024,2,1004,"SG",89,2,0,"BUTT",1,"F","none","blue Lycaenidae","","",""
"priv062","ks_priv062","ks","brush_management","ks",6,24,2024,2,1234,"KM",97,4,0,"BUTT",0.25,"R","dirt","skipper","","",""
"priv062","ks_priv062","ks","brush_management","ks",6,24,2024,2,1234,"KM",97,4,0,"BUTT",10,"F","none","Pieridae","","",""
"priv062","ks_priv062","ks","brush_management","ks",6,24,2024,2,1234,"KM",97,4,0,"BUTT",8.5,"F","none","sulphur","","",""
"priv062","ks_priv062","ks","brush_management","ks",6,24,2024,2,1234,"KM",97,4,0,"BUTT",8.5,"F","none","sulphur","","",""
"priv062","ks_priv062","ks","brush_management","ks",6,24,2024,2,1234,"KM",97,4,0,"BUTT",0.25,"F","none","slufure","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",5.5,"F","none","white","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",0.5,"R","lambs quarter","nymph (Anaea genus)","","*** second visit to site, first time surveying priv003 due to cows visit 1",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",0.25,"F","none","white","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",0.25,"F","none","white","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"SGB",0,"N","whitemouth dayflower","","","flew at me, did not land but hovered",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"SBB",0,"N","whitemouth dayflower","","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",0.25,"F","none","grizzled skipper","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"SBB",0,"R","observer","","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"SBB",0,"R","observer","","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",2,"F","none","grizzled skipper","","",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BUTT",2,"F","none","grizzled skipper","","no BVT left, only BB",""
"priv015","ks_priv015","ks","prescribed_burning","ks",6,24,2024,2,944,"KM",87,2,0,"BB",0,"F","none","","","",""
"priv013","ks_priv013","ks","prescribed_burning","ks",6,24,2024,2,1037,"KM",91,3,0,"BUTT",0.25,"N","daisy fleabane","small, black","","",""
"priv013","ks_priv013","ks","prescribed_burning","ks",6,24,2024,2,1037,"KM",91,3,0,"MNB",0.25,"R","daisy fleabane","","","dark with lighter abdomen",""
"priv013","ks_priv013","ks","prescribed_burning","ks",6,24,2024,2,1037,"KM",91,3,0,"SBB",0,"R","observer","on clipboard","","",""
"priv013","ks_priv013","ks","prescribed_burning","ks",6,24,2024,2,1037,"KM",91,3,0,"BUTT",0,"F","none","sulphur","","darker",""
"priv061","ks_priv061","ks","brush_management","ks",6,24,2024,2,1244,"SG",95,4,25,"BUTT",0.25,"F","none","question mark","","",""
"priv061","ks_priv061","ks","brush_management","ks",6,24,2024,2,1244,"SG",95,4,25,"BUTT",0.75,"F","none","medium gray","","no BVT left, only BB",""
"priv061","ks_priv061","ks","brush_management","ks",6,24,2024,2,1244,"SG",95,4,25,"SGB",0,"R","BV trap","","","empty BVT",""
"priv061","ks_priv061","ks","brush_management","ks",6,24,2024,2,1244,"SG",95,4,25,"HB",0.5,"F","common hedge parsley","","","hovering CHP",""
"priv061","ks_priv061","ks","brush_management","ks",6,24,2024,2,1244,"SG",95,4,25,"BUTT",2.75,"F","none","Nymphalidae","","",""
"priv061","ks_priv061","ks","brush_management","ks",6,24,2024,2,1244,"SG",95,4,25,"BUTT",1.25,"F","none","Nymphalidae","","",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"BUTT",0.25,"R","slimflower scurfpea","skipper","","",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"MNB",0,"N","slimflower scurfpea","unknown (black)","","black unknown",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"CB",2,"F","none","","","",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"CB",4,"F","none","","","",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"BUTT",5.5,"F","none","grizzled skipper","","",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"BUTT",0,"N","slimflower scurfpea","Junonia coenia","","",""
"priv025","ks_priv025","ks","prescribed_burning","ks",6,25,2024,3,1607,"KM",99,2,0,"BUTT",4,"N","slimflower scurfpea","grizzled skipper","","",""
"priv024","ks_priv024","ks","prescribed_burning","ks",6,25,2024,3,1610,"SG",98,3,0,"BUTT",0.1,"F","none","sulphur","","",""
"priv024","ks_priv024","ks","prescribed_burning","ks",6,25,2024,3,1610,"SG",98,3,0,"BUTT",1,"F","none","blue Lycaenidae","","",""
"priv024","ks_priv024","ks","prescribed_burning","ks",6,25,2024,3,1610,"SG",98,3,0,"BUTT",1.5,"F","none","Nymphalidae","","",""
"priv024","ks_priv024","ks","prescribed_burning","ks",6,25,2024,3,1610,"SG",98,3,0,"BUTT",2.5,"R","upright prairie coneflower","grizzled skipper","","",""
"priv024","ks_priv024","ks","prescribed_burning","ks",6,25,2024,3,1610,"SG",98,3,0,"BUTT",0.3,"F","none","sulphur","","",""
"priv024","ks_priv024","ks","prescribed_burning","ks",6,25,2024,3,1610,"SG",98,3,0,"BUTT",4.2,"F","none","Nymphalidae","","",""
"priv023","ks_priv023","ks","prescribed_burning","ks",6,25,2024,3,1645,"KM",99,2,0,"BUTT",20,"F","none","white","","",""
"priv023","ks_priv023","ks","prescribed_burning","ks",6,25,2024,3,1645,"KM",99,2,0,"BUTT",7.5,"F","none","white","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",3,"F","none","sulphur","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",28,"F","none","sulphur","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",3,"R","purple coneflower","sulphur","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"CB",0,"F","none","","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",20,"F","none","white","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",7.5,"F","none","sulphur","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",8,"F","none","white","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"SGB",0,"R","observer","","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"SGB",0,"R","observer","","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",0.45,"R","purple coneflower","grizzled skipper","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"SGB",0.2,"R","purple coneflower","","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",19,"F","none","sulphur","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",5.75,"F","none","Nymphalidae","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",2.5,"F","none","Nymphalidae","","",""
"priv020","ks_priv020","ks","prescribed_burning","ks",6,25,2024,3,1205,"SG",81,1,0,"BUTT",2.25,"F","none","grizzled skipper","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"CB",0,"F","none","","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",5.75,"F","none","sulphur","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",2,"F","none","sulphur","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"CB",1.75,"F","none","","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",0.5,"F","none","Nymphalidae","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",3.25,"F","none","blue Lycaenidae","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",4,"F","none","sulphur","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",8.75,"F","none","Nymphalidae, Very high flying ~25-30ft","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",3,"F","none","fritillary","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",1.25,"N","purple prairie clover","blue Lycaenidae","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BB",5.25,"F","none","","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",0.25,"F","none","blue Lycaenidae","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"BUTT",3.25,"F","none","sulphur","","",""
"priv021","ks_priv021","ks","prescribed_burning","ks",6,26,2024,3,1237,"SG",82,3,0,"SGB",0,"R","observer","","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",7.5,"F","none","white","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",2.5,"F","none","sulphur","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",3,"F","none","sulphur","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",1.75,"F","none","blue Lycaenidae","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",4.25,"R","common milkweed","common buckeye","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",0.25,"F","none","sulphur","","",""
"priv022","ks_priv022","ks","prescribed_burning","ks",6,26,2024,3,1308,"SG",83,3,0,"BUTT",2.5,"R","none","skipper","","",""
