"short_point_id","full_point_id","state","month","day","year","visit","observer","genus","species","flowers_or_inflorescences","flowers","stems","flowers_per_stem","Notes.Photos","common_name","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Penstemon","sp.","flowers",540,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Medicago","sp.","inflorescences",178,178,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Erigeron","sp.","flowers",210,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Achillea","sp.","flowers",16836,244,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Triodanis","sp.","flowers",8,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Carduus","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv042","mo_priv042","mo",5,21,2024,1,"IS","Rubus","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv034","mo_priv034","mo",5,22,2024,1,"WB","Achillea","sp.","flowers",660,11,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv034","mo_priv034","mo",5,22,2024,1,"WB","Erigeron","sp.","flowers",11,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv034","mo_priv034","mo",5,22,2024,1,"WB","Asclepias","viridis","flowers",23,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv034","mo_priv034","mo",5,22,2024,1,"WB","Rosa","sp.","flowers",6,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv034","mo_priv034","mo",5,22,2024,1,"WB","Dianthus","armeria","flowers",1,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","mo_priv039","mo",5,22,2024,1,"WB","Trifolium","sp.","inflorescences",77,77,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","mo_priv039","mo",5,22,2024,1,"WB","Coreopsis","sp.","flowers",137,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","mo_priv039","mo",5,22,2024,1,"WB","Penstemon","sp.","flowers",18,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","mo_priv039","mo",5,22,2024,1,"WB","Valerianella","sp.","flowers",78,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv039","mo_priv039","mo",5,22,2024,1,"WB","Erigeron","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Trifolium","pratense","inflorescences",299,299,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Coreopsis","sp.","flowers",93,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Barbarea","sp.","flowers",24,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Taraxacum","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Valerianella","sp.","flowers",304,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Cerastium","sp.","flowers",32,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Oxalis","sp.","flowers",42,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Galium","sp.","flowers",47,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv040","mo_priv040","mo",5,22,2024,1,"WB","Asclepias","viridis","flowers",4,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","mo_priv041","mo",5,22,2024,1,"IS","Trifolium","sp.","inflorescences",11,11,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","mo_priv041","mo",5,22,2024,1,"IS","Cerastium","sp.","flowers",91,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","mo_priv041","mo",5,22,2024,1,"IS","Erigeron","sp.","flowers",137,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","mo_priv041","mo",5,22,2024,1,"IS","Penstemon","sp.","flowers",45,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","mo_priv041","mo",5,22,2024,1,"IS","Coreopsis","sp.","flowers",3,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv041","mo_priv041","mo",5,22,2024,1,"IS","Barbarea","sp.","flowers",16,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv008","mo_priv008","mo",5,27,2024,1,"WB","Trifolium","sp.","inflorescences",585,585,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv008","mo_priv008","mo",5,27,2024,1,"WB","Medicago","sp.","inflorescences",62,62,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv008","mo_priv008","mo",5,27,2024,1,"WB","Achillea","sp.","flowers",200,4,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv008","mo_priv008","mo",5,27,2024,1,"WB","Erigeron","sp.","flowers",56,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv008","mo_priv008","mo",5,27,2024,1,"WB","Leucanthemum","sp.","flowers",7,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Trifolium","pratense","inflorescences",401,401,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Medicago","sp.","inflorescences",2,2,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Erigeron","sp.","flowers",99,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Achillea","sp.","flowers",1250,25,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Lotus","sp.","flowers",1911,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Rosa","sp.","flowers",3,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv009","mo_priv009","mo",5,27,2024,1,"WB","Leucanthemum","sp.","flowers",4,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","mo_priv010","mo",5,27,2024,1,"WB","Prunella","sp.","flowers",7,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","mo_priv010","mo",5,27,2024,1,"WB","Trifolium","repens","inflorescences",37,37,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","mo_priv010","mo",5,27,2024,1,"WB","Medicago","sp.","inflorescences",50,50,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","mo_priv010","mo",5,27,2024,1,"WB","Cerastium","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv010","mo_priv010","mo",5,27,2024,1,"WB","Oxalis","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv006","mo_priv006","mo",5,28,2024,1,"WB","Trifolium","repens","flowers",8470,215,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv006","mo_priv006","mo",5,28,2024,1,"WB","Trifolium","pratense","inflorescences",1,1,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv006","mo_priv006","mo",5,28,2024,1,"WB","Medicago","sp.","inflorescences",415,415,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Trifolium","repens","inflorescences",1130,1130,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Trifolium","pratense","inflorescences",300,300,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Medicago","sp.","inflorescences",590,590,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Leucanthemum","sp.","flowers",7,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Solanum","carolinense","flowers",1,NA,NA,"none","carolina horsenettle","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Erigeron","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Sisyrinchium","sp.","flowers",3,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Oxalis","sp.","flowers",6,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv011","mo_priv011","mo",5,28,2024,1,"WB","Lotus","sp.","flowers",5,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Trifolium","pratense","inflorescences",1126,1126,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Trifolium","repens","inflorescences",395,395,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Medicago","sp.","inflorescences",1830,1830,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Achillea","sp.","flowers",2610,29,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Leucanthemum","sp.","flowers",88,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Erigeron","sp.","flowers",412,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Lotus","sp.","flowers",364,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Lobelia","sp.","flowers",79,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv012","mo_priv012","mo",5,28,2024,1,"WB","Dianthus","armeria","flowers",2,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Trifolium","pratense","inflorescences",49,49,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Dianthus","armeria","flowers",23,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Securigera","sp.","flowers",12,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Commelina","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","MeliLotus","sp.","flowers",440,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Pastinaca","sp.","flowers",5760,16,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Rubus","sp.","flowers",4,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Potentilla","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv003","mo_priv003","mo",5,29,2024,1,"IS","Erigeron","sp.","flowers",7,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv014","mo_priv014","mo",5,29,2024,1,"IS","Veronica","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv014","mo_priv014","mo",5,29,2024,1,"IS","Trifolium","repens","inflorescences",97,97,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv014","mo_priv014","mo",5,29,2024,1,"IS","Medicago","sp.","inflorescences",69,69,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv014","mo_priv014","mo",5,29,2024,1,"IS","Leucanthemum","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv014","mo_priv014","mo",5,29,2024,1,"IS","Trifolium","pratense","inflorescences",1,1,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Trifolium","repens","inflorescences",7,7,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Trifolium","pratense","inflorescences",107,107,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Medicago","sp.","inflorescences",169,169,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Dianthus","armeria","flowers",222,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Leucanthemum","sp.","flowers",148,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Erigeron","sp.","flowers",26,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Potentilla","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Veronica","sp.","flowers",12,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv015","mo_priv015","mo",5,29,2024,1,"IS","Achillea","sp.","flowers",320,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","MeliLotus","sp.","flowers",165,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","Leucanthemum","sp.","flowers",13,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","Coreopsis","sp.","flowers",35,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","Pastinaca","sp.","flowers",9600,16,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","Dianthus","armeria","flowers",2,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","Mimosa","sp.","flowers",16,16,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv016","mo_priv016","mo",5,29,2024,1,"IS","Potentilla","sp.","flowers",2,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Leucanthemum","sp.","flowers",755,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Erigeron","sp.","flowers",1065,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Lobelia","sp.","flowers",30,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Coreopsis","sp.","flowers",34,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Potentilla","sp.","flowers",3,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Dianthus","armeria","flowers",22,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Achillea","sp.","flowers",243,9,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv017","mo_priv017","mo",5,29,2024,1,"IS","Sisyrinchium","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Trifolium","pratense","inflorescences",185,185,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Medicago","sp.","inflorescences",4580,4580,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Coreopsis","sp.","flowers",1720,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Leucanthemum","sp.","flowers",980,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Erigeron","sp.","flowers",30,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Lamium","sp.","flowers",15,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Dianthus","armeria","flowers",21,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Potentilla","sp.","flowers",21,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv018","mo_priv018","mo",5,29,2024,1,"IS","Sisyrinchium","sp.","flowers",7,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv043","mo_priv043","mo",5,29,2024,1,"IS","none","sp.","flowers",0,0,0,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Coreopsis","sp.","flowers",414,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Potentilla","sp.","flowers",14,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Erigeron","sp.","flowers",411,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Apocynum","sp.","flowers",5,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Achillea","sp.","flowers",720,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Medicago","sp.","inflorescences",1345,1345,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Trifolium","pratense","inflorescences",40,40,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv001","mo_priv001","mo",5,30,2024,1,"WB","Dianthus","armeria","flowers",12,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Coreopsis","sp.","flowers",239,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Trifolium","pratense","inflorescences",61,61,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Trifolium","repens","inflorescences",5,5,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Medicago","sp.","inflorescences",255,255,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Erigeron","sp.","flowers",18,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Dianthus","armeria","flowers",3,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Potentilla","sp.","flowers",4,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Penstemon","sp.","flowers",7,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv002","mo_priv002","mo",5,30,2024,1,"WB","Pastinaca","sp.","flowers",720,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv004","mo_priv004","mo",5,30,2024,1,"IS","Lotus","sp.","flowers",210,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv004","mo_priv004","mo",5,30,2024,1,"IS","MeliLotus","sp.","flowers",108,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv005","mo_priv005","mo",5,30,2024,1,"IS","Penstemon","sp.","flowers",18,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","mo_priv013","mo",5,30,2024,1,"WB","Coreopsis","sp.","flowers",32,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","mo_priv013","mo",5,30,2024,1,"WB","Erigeron","sp.","flowers",1,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","mo_priv013","mo",5,30,2024,1,"WB","Apocynum","sp.","flowers",10,NA,NA,"none","dogbane","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","mo_priv013","mo",5,30,2024,1,"WB","Packera","sp.","flowers",13,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv013","mo_priv013","mo",5,30,2024,1,"WB","Ratibida","sp.","flowers",1,NA,NA,"none","coneflower","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Trifolium","pratense","inflorescences",6,6,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Trifolium","repens","inflorescences",4320,4320,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Medicago","sp.","inflorescences",181,181,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Carduus","sp.","flowers",11,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Veronica","sp.","flowers",282,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Oxalis","sp.","flowers",132,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Achillea","sp.","flowers",260,4,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Barbarea","sp.","flowers",192,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Dianthus","armeria","flowers",11,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Erigeron","sp.","flowers",10,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv019","mo_priv019","mo",5,30,2024,1,"WB","Coreopsis","sp.","flowers",5,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Oxalis","sp.","flowers",171,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Dianthus","armeria","flowers",19,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Trifolium","repens","inflorescences",60,60,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Medicago","sp.","inflorescences",262,262,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Veronica","sp.","flowers",2720,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Cerastium","sp.","flowers",105,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Barbarea","sp.","flowers",16,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv020","mo_priv020","mo",5,30,2024,1,"WB","Coreopsis","sp.","flowers",26,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Medicago","sp.","inflorescences",125,125,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Erigeron","sp.","flowers",163,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Asclepias","viridis","flowers",34,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Solanum","carolinense","flowers",7,NA,NA,"none","carolina horsenettle","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Oxalis","sp.","flowers",5,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Cerastium","sp.","flowers",71,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Trifolium","repens","inflorescences",3,3,NA,"none","whiteclover","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Dianthus","armeria","flowers",2,NA,NA,"none","deptford pink","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Achillea","sp.","flowers",490,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Torilis","sp.","flowers",36,NA,NA,"none","","",NA,NA,NA,NA,NA,NA,NA,NA
"priv023","mo_priv023","mo",6,4,2024,1,"WB","Trifolium","pratense","inflorescences",3,3,NA,"none","redclover","",NA,NA,NA,NA,NA,NA,NA,NA
