"short_point_id","full_point_id","state","month","day","year","visit","observer","genus","species","flowers_or_inflorescences","flowers","stems","flowers_per_stem","Notes/Photos","common_name","survey"
"priv020","mo_priv020","mo",6,11,2024,2,"SG","Coreopsis","sp.","flowers",67,"n/a","n/a","none",NA,"mo_priv020_v2_y2024"
"priv020","mo_priv020","mo",6,11,2024,2,"SG","Erigeron","sp.","flowers",4,"n/a","n/a","none","daisy fleabane","mo_priv020_v2_y2024"
"priv020","mo_priv020","mo",6,11,2024,2,"SG","Solanum","carolinense","flowers",8,"n/a","n/a","none","carolina horsenettle","mo_priv020_v2_y2024"
"priv014","mo_priv014","mo",6,12,2024,2,"WB","Medicago","sp.","flowers",86,"n/a","n/a","none","black medic","mo_priv014_v2_y2024"
"priv014","mo_priv014","mo",6,12,2024,2,"WB","Trifolium","repens","flowers",330,"n/a","n/a","none","whiteclover","mo_priv014_v2_y2024"
"priv014","mo_priv014","mo",6,12,2024,2,"WB","Erigeron","sp.","flowers",18,"n/a","n/a","none",NA,"mo_priv014_v2_y2024"
"priv014","mo_priv014","mo",6,12,2024,2,"WB","Rudbeckia","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv014_v2_y2024"
"priv014","mo_priv014","mo",6,12,2024,2,"WB","Dianthus","armeria","flowers",2,"n/a","n/a","none","deptford pink","mo_priv014_v2_y2024"
"priv015","mo_priv015","mo",6,12,2024,2,"SG","Trifolium","pratense","flowers",176,"n/a","n/a","none","redclover","mo_priv015_v2_y2024"
"priv015","mo_priv015","mo",6,12,2024,2,"SG","Erigeron","sp.","flowers",184,"n/a","n/a","none",NA,"mo_priv015_v2_y2024"
"priv015","mo_priv015","mo",6,12,2024,2,"SG","Dianthus","armeria","flowers",191,"n/a","n/a","none","deptford pink","mo_priv015_v2_y2024"
"priv015","mo_priv015","mo",6,12,2024,2,"SG","Medicago","sp.","flowers",277,"n/a","n/a","none",NA,"mo_priv015_v2_y2024"
"priv015","mo_priv015","mo",6,12,2024,2,"SG","Potentilla","recta","flowers",3,"n/a","n/a","none","sulphurcinquefoil","mo_priv015_v2_y2024"
"priv015","mo_priv015","mo",6,12,2024,2,"SG","Achillea","sp.","flowers",360,"24","15","none",NA,"mo_priv015_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Rudbeckia","sp.","flowers",10,"n/a","n/a","none",NA,"mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Trifolium","pratense","flowers",22,"n/a","n/a","none","redclover","mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Securigera","sp.","flowers",360,"30","12","none",NA,"mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Pastinaca","sp.","flowers",455,"65","7","none",NA,"mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Dianthus","sp.","flowers",30,"n/a","n/a","none",NA,"mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Melilotus","sp.","flowers",450,"50","9","none",NA,"mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Potentilla","sp.","flowers",4,"n/a","n/a","none",NA,"mo_priv003_v2_y2024"
"priv003","mo_priv003","mo",6,13,2024,2,"WB","Erigeron","sp.","flowers",41,"n/a","n/a","none",NA,"mo_priv003_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Potentilla","recta","flowers",2,"n/a","n/a","none","sulphurcinquefoil","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Erigeron","annuus","flowers",3,"n/a","n/a","none","daisy fleabane","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Leucanthemum","vulgare","flowers",42,"n/a","n/a","none","oxeyedaisy","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Mimosa","pudica","flowers",73,"n/a","n/a","none","mimosa","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Coreopsis","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Rosa","arkansana","flowers",7,"n/a","n/a","none","prairierose","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Trifolium","pratense","flowers",4,"n/a","n/a","none","redclover","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Pastinaca","sativa","flowers",152,"n/a","n/a","none","wildparsnip","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Heliopsis","helianthoides","flowers",1,"n/a","n/a","none","falsesunflower","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Apocynum","cannabinum","flowers",42,"6","7","none","hempdogbane","mo_priv016_v2_y2024"
"priv016","mo_priv016","mo",6,13,2024,2,"SG","Melilotus","officinalis","flowers",696,"58","12","none","yellowsweetclover","mo_priv016_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Rudbeckia","hirta","flowers",47,"n/a","n/a","none","black-eyed susan","mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Erigeron","annuus","flowers",1652,"n/a","n/a","none","daisy fleabane","mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Dianthus","armeria","flowers",44,"n/a","n/a","none","deptford pink","mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Leucanthemum","vulgare","flowers",444,"n/a","n/a","none","oxeyedaisy","mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Sisyrinchium","albidum","flowers",3,"n/a","n/a","none","white blue eyed grass","mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Coreopsis","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Achillea","millefolium","flowers",100,"10","10","none","common yarrow","mo_priv017_v2_y2024"
"priv017","mo_priv017","mo",6,13,2024,2,"SG","Euphorbia","corollata","flowers",1,"n/a","n/a","none","floweringspurge","mo_priv017_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Leucanthemum","sp.","flowers",314,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Coreopsis","sp.","flowers",58,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Medicago","sp.","flowers",875,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Apocynum","sp.","flowers",4175,"167","25","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Dianthus","armeria","flowers",5,"n/a","n/a","none","deptford pink","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Erigeron","annuus","flowers",129,"n/a","n/a","none","daisy fleabane","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Rudbeckia","hirta","flowers",26,"n/a","n/a","none","black-eyed susan","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Solanum","carolinense","flowers",7,"n/a","n/a","none","carolina horsenettle","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Ruellia","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Cerastium","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Potentilla","recta","flowers",20,"n/a","n/a","none","sulphurcinquefoil","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Trifolium","pratense","flowers",106,"n/a","n/a","none","redclover","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"WB","Monarda","sp.","flowers",24,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Medicago","lupulina","flowers",419,"n/a","n/a","none","black medic","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Coreopsis","sp.","flowers",31,"n/a","n/a","none",NA,"mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Rudbeckia","hirta","flowers",3,"n/a","n/a","none","black-eyed susan","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Trifolium","pratense","flowers",140,"n/a","n/a","none","redclover","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Erigeron","annuus","flowers",7,"n/a","n/a","none","daisy fleabane","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Trifolium","repens","flowers",6,"n/a","n/a","none","whiteclover","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Solanum","carolinense","flowers",1,"n/a","n/a","none","carolina horsenettle","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Potentilla","recta","flowers",2,"n/a","n/a","none","sulphurcinquefoil","mo_priv018_v2_y2024"
"priv018","mo_priv018","mo",6,13,2024,2,"SG","Leucanthemum","vulgare","flowers",6,"n/a","n/a","none","oxeyedaisy","mo_priv018_v2_y2024"
"priv043","mo_priv043","mo",6,13,2024,2,"SG","none","none","none",0,"0","0","none","none","mo_priv043_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Trifolium","repens","flowers",488,"n/a","n/a","none","whiteclover","mo_priv006_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Solanum","carolinense","flowers",54,"n/a","n/a","none","carolina horsenettle","mo_priv006_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Trifolium","pratense","flowers",37,"n/a","n/a","none","redclover","mo_priv006_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Medicago","sp.","flowers",1687,"n/a","n/a","none","black medic","mo_priv006_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Lobelia","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv006_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Rudbeckia","hirta","flowers",1,"n/a","n/a","none","black-eyed susan","mo_priv006_v2_y2024"
"priv006","mo_priv006","mo",6,17,2024,2,"WB","Dianthus","armeria","flowers",8,"n/a","n/a","none","deptford pink","mo_priv006_v2_y2024"
"priv007","mo_priv007","mo",6,17,2024,1,"IS","Melilotus","sp.","flowers",928,"32","29","none",NA,"mo_priv007_v1_y2024"
"priv007","mo_priv007","mo",6,17,2024,1,"IS","Trifolium","repens","flowers",7,"n/a","n/a","none","whiteclover","mo_priv007_v1_y2024"
"priv007","mo_priv007","mo",6,17,2024,1,"IS","Trifolium","pratense","flowers",22,"n/a","n/a","none","redclover","mo_priv007_v1_y2024"
"priv007","mo_priv007","mo",6,17,2024,1,"IS","Rosa","sp.","flowers",11,"n/a","n/a","none",NA,"mo_priv007_v1_y2024"
"priv007","mo_priv007","mo",6,17,2024,1,"IS","Erigeron","sp.","flowers",3,"n/a","n/a","none","daisy fleabane","mo_priv007_v1_y2024"
"priv009","mo_priv009","mo",6,17,2024,2,"WB","Lotus","sp.","flowers",48,"n/a","n/a","none",NA,"mo_priv009_v2_y2024"
"priv009","mo_priv009","mo",6,17,2024,2,"WB","Trifolium","pratense","flowers",3,"n/a","n/a","none","redclover","mo_priv009_v2_y2024"
"priv009","mo_priv009","mo",6,17,2024,2,"WB","Medicago","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv009_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Trifolium","repens","flowers",465,"n/a","n/a","none","whiteclover","mo_priv010_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Trifolium","pratense","flowers",2,"n/a","n/a","none","redclover","mo_priv010_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Medicago","sp.","flowers",410,"n/a","n/a","none","black medic","mo_priv010_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Achillea","sp.","flowers",92,"n/a","n/a","none","yarrow","mo_priv010_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Solanum","sp.","flowers",40,"n/a","n/a","none","nightshade","mo_priv010_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Erigeron","sp.","flowers",4,"n/a","n/a","none","daisy fleabane","mo_priv010_v2_y2024"
"priv010","mo_priv010","mo",6,17,2024,2,"IS","Dianthus","armeria","flowers",3,"n/a","n/a","none","deptford pink","mo_priv010_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Trifolium","repens","flowers",1355,"n/a","n/a","none","whiteclover","mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Trifolium","pratense","flowers",2465,"n/a","n/a","none","redclover","mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Medicago","sp.","flowers",830,"n/a","n/a","none","black medic","mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Erigeron","sp.","flowers",165,"n/a","n/a","none",NA,"mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Dianthus","armeria","flowers",5,"n/a","n/a","none","deptford pink","mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Rosa","sp.","flowers",17,"n/a","n/a","none",NA,"mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Solanum","carolinense","flowers",14,"n/a","n/a","none","carolina horsenettle","mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Lotus","sp.","flowers",197,"n/a","n/a","none",NA,"mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Leucanthemum","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv011_v2_y2024"
"priv011","mo_priv011","mo",6,17,2024,2,"WB","Rudbeckia","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv011_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Trifolium","pratense","flowers",4574,"n/a","n/a","none","redclover","mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Trifolium","repens","flowers",208,"n/a","n/a","none","whiteclover","mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Medicago","sp.","flowers",1020,"n/a","n/a","none",NA,"mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Leucanthemum","sp.","flowers",101,"n/a","n/a","none",NA,"mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Erigeron","sp.","flowers",1101,"n/a","n/a","none",NA,"mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Lotus","sp.","flowers",261,"n/a","n/a","none",NA,"mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Achillea","sp.","flowers",152,"n/a","n/a","none",NA,"mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Rudbeckia","sp.","flowers",9,"n/a","n/a","none",NA,"mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Dianthus","armeria","flowers",19,"n/a","n/a","none","deptford pink","mo_priv012_v2_y2024"
"priv012","mo_priv012","mo",6,17,2024,2,"WB","Solanum","carolinense","flowers",3,"n/a","n/a","none","carolina horsenettle","mo_priv012_v2_y2024"
"priv021","mo_priv021","mo",6,18,2024,1,"WB","Torilis","sp.","flowers",159,"n/a","n/a","none",NA,"mo_priv021_v1_y2024"
"priv021","mo_priv021","mo",6,18,2024,1,"WB","Solanum","carolinense","flowers",159,"n/a","n/a","none","carolina horsenettle","mo_priv021_v1_y2024"
"priv021","mo_priv021","mo",6,18,2024,1,"WB","Melilotus","albus","flowers",144,"8","18","none","white sweet clover","mo_priv021_v1_y2024"
"priv021","mo_priv021","mo",6,18,2024,1,"WB","Melilotus","officinalis","flowers",615,"41","15","none","yellowsweetclover","mo_priv021_v1_y2024"
"priv021","mo_priv021","mo",6,18,2024,1,"WB","Carduus","sp.","flowers",37,"n/a","n/a","none",NA,"mo_priv021_v1_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Erigeron","sp.","flowers",2310,"n/a","n/a","none",NA,"mo_priv041_v2_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Rudbeckia","sp.","flowers",11,"n/a","n/a","none",NA,"mo_priv041_v2_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Dianthus","armeria","flowers",2,"n/a","n/a","none","deptford pink","mo_priv041_v2_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Cichorium","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv041_v2_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Monarda","sp.","flowers",9,"n/a","n/a","none",NA,"mo_priv041_v2_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Calystegia","sp.","flowers",7,"n/a","n/a","none",NA,"mo_priv041_v2_y2024"
"priv041","mo_priv041","mo",6,19,2024,2,"WB","Torilis","sp.","flowers",60,"n/a","n/a","none",NA,"mo_priv041_v2_y2024"
"priv036","mo_priv036","mo",6,19,2024,2,"IS","Carduus","sp.","flowers",13,"n/a","n/a","none",NA,"mo_priv036_v2_y2024"
"priv036","mo_priv036","mo",6,19,2024,2,"IS","Torilis","sp.","flowers",58230,"n/a","n/a","none","parsley","mo_priv036_v2_y2024"
"priv036","mo_priv036","mo",6,19,2024,2,"IS","Solanum","carolinense","flowers",1,"n/a","n/a","none","carolina horsenettle","mo_priv036_v2_y2024"
"priv037","mo_priv037","mo",6,19,2024,2,"WB","Lepidium","sp.","flowers",2960,"370","8","none",NA,"mo_priv037_v2_y2024"
"priv037","mo_priv037","mo",6,19,2024,2,"WB","Heliopsis","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv037_v2_y2024"
"priv037","mo_priv037","mo",6,19,2024,2,"WB","Torilis","sp.","flowers",18250,"365","50","none",NA,"mo_priv037_v2_y2024"
"priv037","mo_priv037","mo",6,19,2024,2,"WB","Erigeron","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv037_v2_y2024"
"priv038","mo_priv038","mo",6,19,2024,2,"IS","Trifolium","pratense","flowers",4598,"n/a","n/a","none","redclover","mo_priv038_v2_y2024"
"priv038","mo_priv038","mo",6,19,2024,2,"IS","Erigeron","sp.","flowers",70,"n/a","n/a","none",NA,"mo_priv038_v2_y2024"
"priv038","mo_priv038","mo",6,19,2024,2,"IS","Solanum","carolinense","flowers",17,"n/a","n/a","none","carolina horsenettle","mo_priv038_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Trifolium","pratense","flowers",135,"n/a","n/a","none","redclover","mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Cichorium","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Erigeron","sp.","flowers",78,"n/a","n/a","none",NA,"mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Lepidium","sp.","flowers",364,"n/a","n/a","none","pepperweed","mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Heliopsis","sp.","flowers",46,"n/a","n/a","none",NA,"mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Rudbeckia","sp.","flowers",8,"n/a","n/a","none","black-eyed susan","mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Dianthus","armeria","flowers",8,"n/a","n/a","none","deptford pink","mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Pycnanthemum","sp.","flowers",72,"n/a","n/a","none","mountainmint","mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Hypericum","sp.","flowers",19,"n/a","n/a","none",NA,"mo_priv039_v2_y2024"
"priv039","mo_priv039","mo",6,19,2024,2,"IS","Solanum","carolinense","flowers",2,"n/a","n/a","none","carolina horsenettle","mo_priv039_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Trifolium","pratense","flowers",255,"n/a","n/a","none","redclover","mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Coreopsis","sp.","flowers",18,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Dianthus","armeria","flowers",34,"n/a","n/a","none","deptford pink","mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Oxalis","sp.","flowers",4,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Barbarea","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Heliopsis","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Rudbeckia","sp.","flowers",7,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Medicago","sp.","flowers",175,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Torilis","sp.","flowers",80,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Apocynum","sp.","flowers",5,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv040","mo_priv040","mo",6,19,2024,2,"WB","Erigeron","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv040_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Rudbeckia","sp.","flowers",71,"n/a","n/a","none",NA,"mo_priv023_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Erigeron","sp.","flowers",1541,"n/a","n/a","none",NA,"mo_priv023_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Trifolium","pratense","flowers",22,"n/a","n/a","none","redclover","mo_priv023_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Medicago","sp.","flowers",135,"n/a","n/a","none",NA,"mo_priv023_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Cichorium","sp.","flowers",13,"n/a","n/a","none",NA,"mo_priv023_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Torilis","sp.","flowers",8530,"n/a","n/a","none",NA,"mo_priv023_v2_y2024"
"priv023","mo_priv023","mo",6,24,2024,2,"WB","Achillea","sp.","flowers",294,"n/a","n/a","none",NA,"mo_priv023_v2_y2024"
"priv024","mo_priv024","mo",6,24,2024,2,"IS","Erigeron","sp.","flowers",2890,"n/a","n/a","none",NA,"mo_priv024_v2_y2024"
"priv024","mo_priv024","mo",6,24,2024,2,"IS","Cichorium","sp.","flowers",28,"n/a","n/a","none",NA,"mo_priv024_v2_y2024"
"priv024","mo_priv024","mo",6,24,2024,2,"IS","Torilis","sp.","flowers",20034,"n/a","n/a","none","parsley","mo_priv024_v2_y2024"
"priv024","mo_priv024","mo",6,24,2024,2,"IS","Solanum","carolinense","flowers",23,"n/a","n/a","none","carolina horsenettle","mo_priv024_v2_y2024"
"priv024","mo_priv024","mo",6,24,2024,2,"IS","Carduus","sp.","flowers",6,"n/a","n/a","none","thistle","mo_priv024_v2_y2024"
"priv024","mo_priv024","mo",6,24,2024,2,"IS","Rudbeckia","sp.","flowers",55,"n/a","n/a","none","black-eyed susan","mo_priv024_v2_y2024"
"priv025","mo_priv025","mo",6,24,2024,2,"WB","Erigeron","sp.","flowers",1410,"n/a","n/a","none",NA,"mo_priv025_v2_y2024"
"priv025","mo_priv025","mo",6,24,2024,2,"WB","medicago","sp.","flowers",25,"n/a","n/a","none","black medic","mo_priv025_v2_y2024"
"priv025","mo_priv025","mo",6,24,2024,2,"WB","Torilis","sp.","flowers",12050,"n/a","n/a","none",NA,"mo_priv025_v2_y2024"
"priv025","mo_priv025","mo",6,24,2024,2,"WB","Dianthus","armeria","flowers",2,"n/a","n/a","none","deptford pink","mo_priv025_v2_y2024"
"priv025","mo_priv025","mo",6,24,2024,2,"WB","Trifolium","repens","flowers",55,"n/a","n/a","none","whiteclover","mo_priv025_v2_y2024"
"priv025","mo_priv025","mo",6,24,2024,2,"WB","Trifolium","pratense","flowers",13,"n/a","n/a","none","redclover","mo_priv025_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Erigeron","sp.","flowers",785,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Carduus","sp.","flowers",45,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Rudbeckia","sp.","flowers",58,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Torilis","sp.","flowers",4176,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Medicago","sp.","flowers",49,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Ranunculus","sp.","flowers",119,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Trifolium","pratense","flowers",60,"n/a","n/a","none","redclover","mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Cichorium","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Solanum","carolinense","flowers",14,"n/a","n/a","none","carolina horsenettle","mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Lotus","sp.","flowers",29,"n/a","n/a","none",NA,"mo_priv029_v2_y2024"
"priv029","mo_priv029","mo",6,24,2024,2,"IS","Trifolium","repens","flowers",8,"n/a","n/a","none","whiteclover","mo_priv029_v2_y2024"
"priv030","mo_priv030","mo",6,24,2024,2,"WB","Carduus","sp.","flowers",229,"n/a","n/a","none",NA,"mo_priv030_v2_y2024"
"priv030","mo_priv030","mo",6,24,2024,2,"WB","Torilis","sp.","flowers",37780,"n/a","n/a","none",NA,"mo_priv030_v2_y2024"
"priv030","mo_priv030","mo",6,24,2024,2,"WB","Rudbeckia","sp.","flowers",35,"n/a","n/a","none",NA,"mo_priv030_v2_y2024"
"priv030","mo_priv030","mo",6,24,2024,2,"WB","Erigeron","sp.","flowers",736,"n/a","n/a","none",NA,"mo_priv030_v2_y2024"
"priv030","mo_priv030","mo",6,24,2024,2,"WB","Solanum","carolinense","flowers",18,"n/a","n/a","none","carolina horsenettle","mo_priv030_v2_y2024"
"priv030","mo_priv030","mo",6,24,2024,2,"WB","Trifolium","pratense","flowers",1,"n/a","n/a","none","redclover","mo_priv030_v2_y2024"
