"survey","short_point_id","full_point_id","state","conservation_practice","treated","month","day","year","visit","trap type","trap n/a","Prelim ID","Insect Order","Family","Genus","Specimen ID","Sex","det","Preservation","Notes"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Halictus","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"ks_priv016_v3_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v3_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v3_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,"bee bowl","N","bee","Hymenoptera","Andrenidae","Perdita","NA","NA","C. Mathis 2025","mounted","NA"
"ks_priv016_v4_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,22,2024,4,"bee bowl","N","none","none","none","none","none","none","none","none","NA"
"mo_priv016_v4_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,23,2024,4,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v4_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,23,2024,4,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum (Dialictus)","NA","female","S. Gillies 2025","mounted","NA"
"ks_priv016_v1_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",5,30,2024,1,"blue vane","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v1_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",5,29,2024,1,"blue vane","N","bee","Hymenoptera","Halictidae","Halictus","NA","female","S. Gillies 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Melissodes","NA","male","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Melissodes","NA","male","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Melissodes","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Melissodes","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Diadasia","NA","male","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Diadasia","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Diadasia","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Diadasia","NA","male","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Halictidae","Agapostemon","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Halictidae","Agapostemon","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v2_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",6,24,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Diadasia","NA","male","C. Mathis 2025","mounted","NA"
"mo_priv016_v2_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",6,13,2024,2,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","C. Mathis 2025","mounted","NA"
"ks_priv016_v3_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,"blue vane","N","bee","Hymenoptera","Apidae","Epimelissodes","NA","male","C. Mathis 2025","mounted","NA"
"ks_priv016_v3_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,"blue vane","N","bee","Hymenoptera","Halictidae","Augochloropsis","NA","female","C. Mathis 2025","mounted","NA"
"mo_priv016_v3_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,5,2024,3,"blue vane","N","none","none","none","none","none","none","none","none","NA"
"ks_priv016_v4_y2024","priv016","ks_priv016","ks","prescribed_burning","pre",7,22,2024,4,"blue vane","N","bee","Hymenoptera","Halictidae","Agapostemon","NA","male","C. Mathis 2025","mounted","NA"
"mo_priv016_v4_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,23,2024,4,"blue vane","N","bee","Hymenoptera","Apidae","Ceratina","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv016_v4_y2024","priv016","mo_priv016","mo","wildlife_hab_planting","pre",7,23,2024,4,"blue vane","N","bee","Hymenoptera","Apidae","Ceratina","NA","female","S. Gillies 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Apidae","Eucera","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Apidae","Eucera","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Apidae","Eucera","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"mo_priv017_v1_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",5,29,2024,1,"bee bowl","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv017_v1_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",5,29,2024,1,"bee bowl","N","bee","Hymenoptera","Apidae","Eucera","Eucera hamata","female","S. Gillies 2025","mounted","NA"
"mo_priv017_v1_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",5,29,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum (Dialictus)","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv017_v1_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",5,29,2024,1,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum (Dialictus)","NA","female","S. Gillies 2025","mounted","NA"
"ks_priv017_v2_y2024","priv017","ks_priv017","ks","prescribed_burning","post",6,20,2024,2,"bee bowl","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap","no_trap"
"mo_priv017_v2_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",6,13,2024,2,"bee bowl","N","none","none","none","none","none","none","none","none","NA"
"ks_priv017_v3_y2024","priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochloropsis","NA","female","C. Mathis 2025","mounted","NA"
"ks_priv017_v3_y2024","priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,"bee bowl","N","none","none","none","none","none","none","none","none","NA"
"mo_priv017_v3_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv017_v3_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Augochlorella","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv017_v3_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum (Dialictus)","NA","female","S. Gillies 2025","mounted","NA"
"mo_priv017_v3_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",7,5,2024,3,"bee bowl","N","bee","Hymenoptera","Halictidae","Halictus","NA","female","S. Gillies 2025","mounted","NA"
"ks_priv017_v4_y2024","priv017","ks_priv017","ks","prescribed_burning","post",7,22,2024,4,"bee bowl","N","bee","Hymenoptera","Halictidae","Lasioglossum","NA","female","C. Mathis 2025","mounted","NA"
"mo_priv017_v4_y2024","priv017","mo_priv017","mo","wildlife_hab_planting","post",7,23,2024,4,"bee bowl","N","none","none","none","none","none","none","none","none","NA"
"ks_priv017_v1_y2024","priv017","ks_priv017","ks","prescribed_burning","post",5,30,2024,1,"blue vane","N","bee","Hymenoptera","Apidae","Eucera","NA","female","C. Mathis 2025","mounted","NA"
