"short_point_id","full_point_id","state","conservation_practice","treatment_status","month","day","year","visit","time","observer","temp_f","wind","cloud","morphospecies","distance","behavior","Associated Vegetation","Identification Notes","NOBO Detected?","Notes","<- gray columns not cleaned","survey"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"CB","3.5","F","none",NA,NA,NA,NA,"ks_priv036_v2_y2024"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"BUTT","5","F","none","Nypmhalidae",NA,NA,NA,"ks_priv036_v2_y2024"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"BUTT","3.5","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv036_v2_y2024"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"BUTT","1","R","grass","checkerspot",NA,NA,NA,"ks_priv036_v2_y2024"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"BB","0.25","N","american germander",NA,NA,NA,NA,"ks_priv036_v2_y2024"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"BUTT","1.5","F","none","regal fritillary",NA,NA,NA,"ks_priv036_v2_y2024"
"priv036","ks_priv036","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1534,"KM",89,3,25,"SGB","0","N","common yarrow",NA,NA,NA,NA,"ks_priv036_v2_y2024"
"priv033","ks_priv033","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1617,"KM",89,2,0,"CB","0","F","none",NA,NA,NA,NA,"ks_priv033_v2_y2024"
"priv033","ks_priv033","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1617,"KM",89,2,0,"SGB","0","R","t-post",NA,NA,NA,NA,"ks_priv033_v2_y2024"
"priv033","ks_priv033","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1617,"KM",89,2,0,"SGB","0","R","t-post",NA,NA,NA,NA,"ks_priv033_v2_y2024"
"priv033","ks_priv033","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1617,"KM",89,2,0,"BUTT","0.25","F","none","white",NA,NA,NA,"ks_priv033_v2_y2024"
"priv033","ks_priv033","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1617,"KM",89,2,0,"BUTT","6.5","F","none","regal fritillary",NA,NA,NA,"ks_priv033_v2_y2024"
"priv033","ks_priv033","ks","not_enrolled_in_NRCS","pre",6,26,2024,2,1617,"KM",89,2,0,"BUTT","4.5","F","none","Nymphalidae",NA,NA,NA,"ks_priv033_v2_y2024"
"priv046","ks_priv046","ks","not_enrolled_in_NRCS","pre",6,28,2024,3,1033,"SG",78,3,100,"BUTT","5.75","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv046_v3_y2024"
"priv046","ks_priv046","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1033,"SG",78,3,100,"BB","0.2","F","none",NA,NA,NA,NA,"ks_priv046_v3_y2024"
"priv046","ks_priv046","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1033,"SG",78,3,100,"BUTT","0.25","F","none","sulphur",NA,NA,NA,"ks_priv046_v3_y2024"
"priv046","ks_priv046","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1033,"SG",78,3,100,"CB","0.5","F","none",NA,NA,NA,NA,"ks_priv046_v3_y2024"
"priv047","ks_priv047","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1117,"SG",79,4,75,"BB","1.25","F","none",NA,NA,NA,NA,"ks_priv047_v3_y2024"
"priv047","ks_priv047","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1117,"SG",79,4,75,"BUTT","58","F","none","white",NA,NA,NA,"ks_priv047_v3_y2024"
"priv047","ks_priv047","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1117,"SG",79,4,75,"CB","2.75","F","none",NA,NA,NA,NA,"ks_priv047_v3_y2024"
"priv047","ks_priv047","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1117,"SG",79,4,75,"BUTT","0.2","R","grass","skipper",NA,NA,NA,"ks_priv047_v3_y2024"
"priv047","ks_priv047","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1117,"SG",79,4,75,"BUTT","0.35","F","none","azure",NA,NA,NA,"ks_priv047_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"CB","2","F","none",NA,NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BUTT","2.25","F","none","sulphur",NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BUTT","0.5","F","none","checkered white",NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BUTT","1.5","F","none","spangled fritillary",NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BUTT","3.75","F","none","spangled fritillary",NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BUTT","5.25","F","none","fritillary",NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BUTT","9.5","F","none","sulphur",NA,NA,NA,"ks_priv044_v3_y2024"
"priv044","ks_priv044","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1152,"SG",81,3,100,"BB","1.75","F","none",NA,NA,NA,NA,"ks_priv044_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","4.25","F","none","sulphur",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","1.5","F","none","Nymphalidae",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","30","F","none","unknown",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","0.25","F","none","great spangled fritillary",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","3.25","F","none","great spangled fritillary",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","3","N","common milkweed","regal fritillary",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","1","F","none","azure",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"CB","4.75","F","none",NA,NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"BUTT","13.5","F","none","sulphur",NA,NA,NA,"ks_priv045_v3_y2024"
"priv045","ks_priv045","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1229,"SG",83,4,50,"CB","0","F","none",NA,NA,NA,NA,"ks_priv045_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"BUTT","2","F","none","Nymphalidae",NA,NA,NA,"ks_priv042_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"BUTT","4.75","F","none","Nymphalidae",NA,NA,NA,"ks_priv042_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"BUTT","1.25","F","none","azure",NA,NA,NA,"ks_priv042_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"BUTT","0.5","F","none","sulphur",NA,NA,NA,"ks_priv042_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"CB","0.75","F","none",NA,NA,NA,NA,"ks_priv042_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"MNB","0.25","F","none","regal fritillary",NA,NA,NA,"ks_priv042_v3_y2024"
"priv042","ks_priv042","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1328,"SG",83,4,75,"BUTT","2.25","F","none",NA,NA,NA,NA,"ks_priv042_v3_y2024"
"priv043","ks_priv043","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1251,"SG",82,4,50,"MNB","0.75","R","blue backpack",NA,NA,"by pond; dragonflies",NA,"ks_priv043_v3_y2024"
"priv043","ks_priv043","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1251,"SG",82,4,50,"BUTT","0.25","F","none","azure","Yes","Rained the day before; nobo call during pick up",NA,"ks_priv043_v3_y2024"
"priv043","ks_priv043","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1251,"SG",82,4,50,"BUTT","5","F","none","unknown, black medium",NA,NA,NA,"ks_priv043_v3_y2024"
"priv043","ks_priv043","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1251,"SG",82,4,50,"BUTT","1.25","F","none","skipper",NA,NA,NA,"ks_priv043_v3_y2024"
"priv043","ks_priv043","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1251,"SG",82,4,50,"BUTT","22.5","F","none","fritillary",NA,NA,NA,"ks_priv043_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","3","F","none","regal fritillary","Yes",NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","15","F","none","Nymphalidae",NA,NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","25","F","none","small white",NA,NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","9.5","F","none","Nymphalidae",NA,NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","2","F","none","regal fritillary",NA,NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","1","F","none","common wood nymph","yes",NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"BUTT","0","R","chinese bush clover","eastern tailed blue",NA,NA,NA,"ks_priv040_v3_y2024"
"priv040","ks_priv040","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1416,"KM",85,3,75,"SGB","0","R","chinese bush clover",NA,NA,NA,NA,"ks_priv040_v3_y2024"
"priv038","ks_priv038","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1603,"KM",86,3,50,"CB","0.25","F","none","eastern tailed blue",NA,NA,NA,"ks_priv038_v3_y2024"
"priv038","ks_priv038","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1603,"KM",86,3,50,"BUTT","0","R","chinese bush clover","sulphur",NA,NA,NA,"ks_priv038_v3_y2024"
"priv038","ks_priv038","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1603,"KM",86,3,50,"BUTT","15","F","none",NA,NA,NA,NA,"ks_priv038_v3_y2024"
"priv038","ks_priv038","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1603,"KM",86,3,50,"CB","0","F","none",NA,NA,NA,NA,"ks_priv038_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","0.5","F","none","white",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","3.25","F","none","Nymphalidae","None",NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","1.5","F","none","spangled fritillary",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","0.5","F","none","grizzled skipper",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","1.25","F","none","azure",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BB","4.5","F","none",NA,NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","6.25","F","none","white",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","0.5","F","none","nymphalidae",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","0.25","F","none","sulphur, small",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","0.75","F","none","azure",NA,NA,NA,"ks_priv041_v3_y2024"
"priv041","ks_priv041","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1437,"SG",83,3,50,"BUTT","0","F","none","great spangled fritillary",NA,"hovering me/circling",NA,"ks_priv041_v3_y2024"
"priv039","ks_priv039","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1557,"SG",84,4,0,"BUTT","32.5","F","none","nymphalidae","none",NA,NA,"ks_priv039_v3_y2024"
"priv039","ks_priv039","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1557,"SG",84,4,0,"BUTT","40","F","none","sulphur",NA,NA,NA,"ks_priv039_v3_y2024"
"priv039","ks_priv039","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1557,"SG",84,4,0,"BUTT","7.75","F","none","common sootywing",NA,NA,NA,"ks_priv039_v3_y2024"
"priv039","ks_priv039","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1557,"SG",84,4,0,"BUTT","14","F","none","sulphur",NA,NA,NA,"ks_priv039_v3_y2024"
"priv039","ks_priv039","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1557,"SG",84,4,0,"BUTT","0.5","F","none","skipper",NA,NA,NA,"ks_priv039_v3_y2024"
"priv037","ks_priv037","ks","not_enrolled_in_NRCS","pre",6,29,2024,3,1645,"SG",84,2,0,"BUTT","3.25","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv037_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","8","F","none","nymphalidae, large, orange",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","8","F","none","nymphalidae, large, orange","none","no bee bowls or bvt",NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","9","F","none","nymphalidae, large, orange",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0.25","R","chinese bush clover","eastern tailed blue",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0","R","chinese bush clover","eastern tailed blue",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0","F","none","fritillary",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0.25","F","none","blue Lycaenidae","yes",NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","3","F","none","nymphalidae, large, orange/brown;",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0","F","none","small sulphur",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","25","F","none","small sulphur",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0.25","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","20","F","none","nymphalidae, large, orange",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","30","F","none","nymphalidae, large, orange",NA,"by blue vain trap",NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","30","F","none","nymphalidae, large, orange",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","0","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv048_v3_y2024"
"priv048","ks_priv048","ks","brush_management","post",6,30,2024,3,1500,"KM",80,2,75,"BUTT","1","F","none","sulphur",NA,"large",NA,"ks_priv048_v3_y2024"
"priv053","ks_priv053","ks","brush_management","post",6,30,2024,3,1605,"KM",80,1,100,"BUTT","0","F","none","nymph dark",NA,NA,NA,"ks_priv053_v3_y2024"
"priv053","ks_priv053","ks","brush_management","post",6,30,2024,3,1605,"KM",80,1,100,"BUTT","1","F","none","giant swallowtail","none",NA,NA,"ks_priv053_v3_y2024"
"priv053","ks_priv053","ks","brush_management","post",6,30,2024,3,1605,"KM",80,1,100,"BUTT","15","F","none","giant swallowtail",NA,NA,NA,"ks_priv053_v3_y2024"
"priv053","ks_priv053","ks","brush_management","post",6,30,2024,3,1605,"KM",80,1,100,"BUTT","17","F","none","small, white",NA,NA,NA,"ks_priv053_v3_y2024"
"priv059","ks_priv059","ks","brush_management","pre",7,2,2024,2,1147,"SG",89,4,0,"CB","2.5","F","none",NA,NA,NA,NA,"ks_priv059_v2_y2024"
"priv059","ks_priv059","ks","brush_management","pre",7,2,2024,2,1147,"SG",89,4,0,"BUTT","0.5","F","none","skipper",NA,NA,NA,"ks_priv059_v2_y2024"
"priv059","ks_priv059","ks","brush_management","pre",7,2,2024,2,1147,"SG",89,4,0,"BUTT","55","F","none","white spp.",NA,NA,NA,"ks_priv059_v2_y2024"
"priv056","ks_priv056","ks","brush_management","pre",7,2,2024,2,1245,"SG",91,4,0,"BUTT","2.5","N","virginia mountain mint","sulphur",NA,NA,NA,"ks_priv056_v2_y2024"
"priv056","ks_priv056","ks","brush_management","pre",7,2,2024,2,1245,"SG",91,4,0,"CB","0","F","none",NA,NA,NA,NA,"ks_priv056_v2_y2024"
"priv056","ks_priv056","ks","brush_management","pre",7,2,2024,2,1245,"SG",91,4,0,"BUTT","3.5","F","none","blue Lycaenidae",NA,NA,NA,"ks_priv056_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","1.5","F","none","azure",NA,NA,NA,"ks_priv055_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","0.25","F","none","nymphalidae",NA,NA,NA,"ks_priv055_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","0.25","N","narrow leaf mountain mint","eastern tailed blue","yes",NA,NA,"ks_priv055_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","0.25","N","narrow leaf mountain mint","eastern tailed blue",NA,NA,NA,"ks_priv055_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","0.25","N","narrow leaf mountain mint","skipper",NA,NA,NA,"ks_priv055_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","1","N","narrow leaf mountain mint","skipper",NA,NA,NA,"ks_priv055_v2_y2024"
"priv055","ks_priv055","ks","brush_management","pre",7,2,2024,2,1357,"SG",95,4,0,"BUTT","1","N","narrow leaf mountain mint","eastern tailed blue",NA,NA,NA,"ks_priv055_v2_y2024"
"priv058","ks_priv058","ks","brush_management","pre",7,2,2024,3,1108,"SG",88,2,0,"MNB","0.25","N","daisy fleabane",NA,"none","THIS TRANSECT WAS FULLY CLEARCUT BY THE TIME WE ARRIVED FOR OUR 3rd VISIT",NA,"ks_priv058_v3_y2024"
"priv058","ks_priv058","ks","brush_management","pre",7,2,2024,3,1108,"SG",88,2,0,"SGB","0.1","R","leaf",NA,"none",NA,NA,"ks_priv058_v3_y2024"
"priv058","ks_priv058","ks","brush_management","pre",7,2,2024,3,1108,"SG",88,2,0,"BUTT","1","F","none","papilionidae, black",NA,NA,NA,"ks_priv058_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"CB","0.1","F","none",NA,NA,NA,NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"CB","6.75","F","none",NA,NA,NA,NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"BUTT","3.5","F","none","azure",NA,NA,NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"BB","3","N","american germander",NA,NA,NA,NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"BUTT","6","F","none","unknown",NA,NA,NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"BB","3.25","N","american germander",NA,NA,NA,NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"BUTT","9","F","none","white",NA,"large",NA,"ks_priv060_v3_y2024"
"priv060","ks_priv060","ks","brush_management","pre",7,2,2024,3,1038,"SG",87,4,0,"CB","0","F","none",NA,NA,NA,NA,"ks_priv060_v3_y2024"
"priv062","ks_priv062","ks","brush_management","post",7,8,2024,3,1030,"SG",77,4,25,"BB","0.75","F","none",NA,NA,NA,NA,"ks_priv062_v3_y2024"
"priv062","ks_priv062","ks","brush_management","post",7,8,2024,3,1030,"SG",77,4,25,"SGB","0","R","white paper on clipboard",NA,NA,NA,NA,"ks_priv062_v3_y2024"
"priv062","ks_priv062","ks","brush_management","post",7,8,2024,3,1030,"SG",77,4,25,"BUTT","0.1","R","grass","azure",NA,NA,NA,"ks_priv062_v3_y2024"
"priv061","ks_priv061","ks","brush_management","post",7,8,2024,3,1030,"KM",77,2,25,"BUTT","1","F","none","nymphalidae, small",NA,NA,NA,"ks_priv061_v3_y2024"
"priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,1156,"KM",81,1,75,"BUTT","3","F","none","small lycaenidae",NA,NA,NA,"ks_priv017_v3_y2024"
"priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,1156,"KM",81,1,75,"BUTT","30","F","none","small lycaenidae",NA,NA,NA,"ks_priv017_v3_y2024"
"priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,1156,"KM",81,1,75,"BUTT","19","F","none","unknown, dark, medium",NA,NA,NA,"ks_priv017_v3_y2024"
"priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,1156,"KM",81,1,75,"BUTT","0.5","F","none","common wood nymph","none","possibly common wood nymph",NA,"ks_priv017_v3_y2024"
"priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,1156,"KM",81,1,75,"BUTT","1.25","F","none","fritillary",NA,NA,NA,"ks_priv017_v3_y2024"
"priv017","ks_priv017","ks","prescribed_burning","post",7,8,2024,3,1156,"KM",81,1,75,"BUTT","16.5","F","none","unknown, dark, medium",NA,NA,NA,"ks_priv017_v3_y2024"
"priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,1300,"KM",83,1,50,"BUTT","1","F","none","small sulphur",NA,NA,NA,"ks_priv016_v3_y2024"
"priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,1300,"KM",83,1,50,"BUTT","3.25","F","none","small pale sulphur","none",NA,NA,"ks_priv016_v3_y2024"
"priv016","ks_priv016","ks","prescribed_burning","pre",7,8,2024,3,1300,"KM",83,1,50,"BUTT","7","F","none","small pale sulphur",NA,NA,NA,"ks_priv016_v3_y2024"
"priv014","ks_priv014","ks","prescribed_burning","pre",7,8,2024,3,1336,"KM",83,1,50,"CB","0","F","none",NA,NA,NA,NA,"ks_priv014_v3_y2024"
"priv015","ks_priv015","ks","prescribed_burning","pre",7,8,2024,3,1309,"SG",84,2,50,"BUTT","3.25","F","none","small sulphur",NA,NA,NA,"ks_priv015_v3_y2024"
"priv015","ks_priv015","ks","prescribed_burning","pre",7,8,2024,3,1309,"SG",84,2,50,"BUTT","4","F","none","unknown",NA,NA,NA,"ks_priv015_v3_y2024"
"priv015","ks_priv015","ks","prescribed_burning","pre",7,8,2024,3,1309,"SG",84,2,50,"BUTT","0.25","F","none","white, small","none",NA,NA,"ks_priv015_v3_y2024"
"priv015","ks_priv015","ks","prescribed_burning","pre",7,8,2024,3,1309,"SG",84,2,50,"CB","0.5","F","none",NA,NA,NA,NA,"ks_priv015_v3_y2024"
"priv015","ks_priv015","ks","prescribed_burning","pre",7,8,2024,3,1309,"SG",84,2,50,"CB","2.5","F","none",NA,NA,NA,NA,"ks_priv015_v3_y2024"
